2013/03/26 22:21:55;http://iana.org;C:\Users\Joao\Documents\;1
2013/03/27 19:35:57;http://iana.org;C:\Users\Joao\;1
2013/03/27 23:02:23;http://iana.org;C:\Users\Joao\;1
2013/03/27 23:03:19;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/27 23:03:52;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/27 23:05:03;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/27 23:08:11;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/27 23:18:19;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/27 23:18:37;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/28 22:59:00;http://iana.org;C:\Users\Joao\;1
2013/03/28 23:01:01;http://http://www.iana.org/_css/2013.1/screen.css;C:\Users\Joao\;1
2013/03/29 22:54:15;http://;C:\Users\Joao\;1
2013/03/29 22:54:21;http://;C:\Users\Joao\;1
2013/03/29 22:57:17;http://iana.org;C:\Users\Joao\iana\;1
2013/03/29 23:07:26;http://iana.org;C:\Users\Joao\iana\;1
2013/03/29 23:13:51;http://iana.org;C:\Users\Joao\iana\;1
2013/03/29 23:16:05;http://iana.org;C:\Users\Joao\iana\;1
2013/03/29 23:18:54;http://iana.org;C:\Users\Joao\;1
2013/03/29 23:20:18;http://iana.org;C:\Users\Joao\;1
2013/04/02 21:34:45;http://sapo.pt;\;1
2013/04/02 21:35:35;http://www.sapo.pt;C:\Users\Isaac\Documents\TesteWget\;1
2013/04/22 20:47:16;http://iana.org;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 20:47:52;http://iana.org;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 20:49:31;http://http://www.iana.org/;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 20:49:53;http://http://www.iana.org/;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 20:50:04;http://www.iana.org/;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 20:59:12;http://www.iana.org;C:\Users\Isaac\Desktop\teste\;1
2013/04/22 21:45:23;http://www.iana.org;C:\Users\Isaac\Desktop\teste\;1
